ID,UID,SITE_ID,DATE_COL,LAT_DD,LON_DD,VISIT_NO,TAXA_ID,TARGET_TAXON,TOTAL_300,IS_DISTINCT_300,PHYLUM,CLASS,ORDER,TRIBE,FAMILY,SUBFAMILY,GENUS,FFG,HABIT,PTV,PUBLICATION_DATE
1271,7800,NLA12_CT-103,8/9/2012,41.67757315,-73.14469782,1,158,MACROMIA,,,ARTHROPODA,INSECTA,ODONATA,,CORDULIIDAE,MACROMIINAE,MACROMIA,PR,SP,3.5,8/23/2016
964,6813,NLA12_CT-115,6/26/2012,41.71185606,-72.32903222,1,180,MACROMIIDAE,1,1,ARTHROPODA,INSECTA,ODONATA,,MACROMIIDAE,,,,,,8/23/2016
1294,7800,NLA12_CT-103,8/9/2012,41.67757315,-73.14469782,1,180,MACROMIIDAE,1,1,ARTHROPODA,INSECTA,ODONATA,,MACROMIIDAE,,,,,,8/23/2016
304,2008112,NLA06608-1010,8/9/2007,41.44985958,-73.28915784,1,101,MACRONYCHUS,1,1,ARTHROPODA,INSECTA,COLEOPTERA,,ELMIDAE,,MACRONYCHUS,"CG,SC",CN,4.5,8/9/2016
737,2007739,NLA06608-0326,8/16/2007,41.35719487,-72.04012641,1,101,MACRONYCHUS,4,1,ARTHROPODA,INSECTA,COLEOPTERA,,ELMIDAE,,MACRONYCHUS,"CG,SC",CN,4.5,8/9/2016
922,6689,NLA12_CT-101,6/20/2012,41.92395129,-72.21958455,1,101,MACRONYCHUS,1,1,ARTHROPODA,INSECTA,COLEOPTERA,,ELMIDAE,,MACRONYCHUS,"CG,SC",CN,4.5,8/23/2016
1140,7224,NLA12_CT-118,7/17/2012,41.77454096,-71.88798099,1,101,MACRONYCHUS,2,1,ARTHROPODA,INSECTA,COLEOPTERA,,ELMIDAE,,MACRONYCHUS,"CG,SC",CN,4.5,8/23/2016
1818,2010349,NLA17_CT-10003,26-Jun-17,41.88112,-73.03985,1,101,MACRONYCHUS,1,1,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,MACRONYCHUS,"CG,SC",CN,4.5,4/26/2021
29,2007739,NLA06608-0326,8/16/2007,41.35719487,-72.04012641,1,430,MANAYUNKIA,1,1,ANNELIDA,POLYCHAETA,CANALIPALPATA,,SABELLIDAE,,MANAYUNKIA,,,,8/9/2016
643,2007696,NLA06608-0242,8/2/2007,41.56832304,-71.91051169,1,430,MANAYUNKIA,10,1,ANNELIDA,POLYCHAETA,CANALIPALPATA,,SABELLIDAE,,MANAYUNKIA,,,,8/9/2016
1034,6854,NLA12_CT-102,6/28/2012,41.8811168,-73.03985488,1,430,MANAYUNKIA,,,ANNELIDA,POLYCHAETA,CANALIPALPATA,,SABELLIDAE,,MANAYUNKIA,,,,8/23/2016
1797,2010349,NLA17_CT-10003,26-Jun-17,41.88112,-73.03985,1,430,MANAYUNKIA,1,1,ANNELIDA,POLYCHAETA,CANALIPALPATA,SABELLIDAE,,,MANAYUNKIA,,,,4/26/2021
154,2007878,NLA06608-0582,7/19/2007,41.80079367,-72.52468392,1,255,MENETUS,2,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MENETUS,SC,CB,7.6,8/9/2016
214,2007996,NLA06608-0805,8/22/2007,41.89706027,-73.4471959,1,255,MENETUS,1,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MENETUS,SC,CB,7.6,8/9/2016
243,2008078,NLA06608-0946,8/14/2007,41.83996337,-72.19612696,1,255,MENETUS,,,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MENETUS,SC,CB,7.6,8/9/2016
367,2007477,NLA06608-0006,7/17/2007,41.68314624,-73.1465177,1,255,MENETUS,8,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MENETUS,SC,CB,7.6,8/9/2016
426,2007478,NLA06608-0006,8/30/2007,41.68314624,-73.1465177,2,255,MENETUS,21,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MENETUS,SC,CB,7.6,8/9/2016
459,2007516,NLA06608-0037,7/13/2007,41.69699293,-73.36398551,1,255,MENETUS,,,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MENETUS,SC,CB,7.6,8/9/2016
519,2007517,NLA06608-0037,9/5/2007,41.69699293,-73.36398551,2,255,MENETUS,1,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MENETUS,SC,CB,7.6,8/9/2016
734,2007723,NLA06608-0293,7/25/2007,41.38426053,-73.50316356,1,255,MENETUS,,,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MENETUS,SC,CB,7.6,8/9/2016
765,2008112,NLA06608-1010,8/9/2007,41.44985958,-73.28915784,1,255,MENETUS,1,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MENETUS,SC,CB,7.6,8/9/2016
863,2008303,NLA06608-1414,8/28/2007,41.92400456,-72.21921899,1,255,MENETUS,1,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MENETUS,SC,CB,7.6,8/9/2016
1754,2010342,NLA17_CT-HP001,21-Jun-17,41.409888,-72.528337,1,230,MICROCHIRONOMUS,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROCHIRONOMUS,CG,BU,,4/26/2021
920,6689,NLA12_CT-101,6/20/2012,41.92395129,-72.21958455,1,24,MICROMENETUS,11,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MICROMENETUS,,,,8/23/2016
1028,6854,NLA12_CT-102,6/28/2012,41.8811168,-73.03985488,1,24,MICROMENETUS,2,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MICROMENETUS,,,,8/23/2016
1141,7224,NLA12_CT-118,7/17/2012,41.77454096,-71.88798099,1,24,MICROMENETUS,9,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MICROMENETUS,,,,8/23/2016
1175,7450,NLA12_CT-107,7/25/2012,41.3389906,-72.48613163,1,24,MICROMENETUS,1,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MICROMENETUS,,,,8/23/2016
1202,7582,NLA12_CT-126,8/1/2012,41.84051817,-72.10979305,1,24,MICROMENETUS,4,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MICROMENETUS,,,,8/23/2016
1264,7800,NLA12_CT-103,8/9/2012,41.67757315,-73.14469782,1,24,MICROMENETUS,1,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MICROMENETUS,,,,8/23/2016
1363,7953,NLA12_CT-108,8/15/2012,41.65348504,-73.20748141,1,24,MICROMENETUS,9,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MICROMENETUS,,,,8/23/2016
1377,8298,NLA12_CT-101,8/29/2012,41.92395129,-72.21958455,2,24,MICROMENETUS,12,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MICROMENETUS,,,,8/23/2016
1451,8412,NLA12_CT-115,9/6/2012,41.71185606,-72.32903222,2,24,MICROMENETUS,1,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,,PLANORBIDAE,,MICROMENETUS,,,,8/23/2016
1633,2010234,NLA17_CT-10005,13-Jun-17,41.84052,-72.10979,1,24,MICROMENETUS,7,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,MICROMENETUS,,,,4/26/2021
1688,2010341,NLA17_CT-10001,22-Jun-17,41.92421,-72.21896,1,24,MICROMENETUS,3,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,MICROMENETUS,,,,4/26/2021
1757,2010342,NLA17_CT-HP001,21-Jun-17,41.409888,-72.528337,1,24,MICROMENETUS,3,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,MICROMENETUS,,,,4/26/2021
1814,2010349,NLA17_CT-10003,26-Jun-17,41.88112,-73.03985,1,24,MICROMENETUS,,,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,MICROMENETUS,,,,4/26/2021
1848,2010412,NLA17_CT-10021,6-Jul-17,41.8576,-72.29784,1,24,MICROMENETUS,1,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,MICROMENETUS,,,,4/26/2021
2019,2010727,NLA17_CT-10004,14-Aug-17,41.67757,-73.1447,1,24,MICROMENETUS,13,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,MICROMENETUS,,,,4/26/2021
2125,2010787,NLA17_CT-10010,22-Aug-17,41.4121,-73.19875,1,24,MICROMENETUS,1,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,MICROMENETUS,,,,4/26/2021
2180,2010841,NLA17_CT-10005,31-Aug-17,41.84052,-72.10979,2,24,MICROMENETUS,5,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,MICROMENETUS,,,,4/26/2021
2288,2010916,NLA17_CT-10001,14-Sep-17,41.92421,-72.21896,2,24,MICROMENETUS,5,1,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,,MICROMENETUS,,,,4/26/2021
45,2007739,NLA06608-0326,8/16/2007,41.35719487,-72.04012641,1,159,MICROTENDIPES,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/9/2016
123,2007878,NLA06608-0582,7/19/2007,41.80079367,-72.52468392,1,159,MICROTENDIPES,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/9/2016
236,2008078,NLA06608-0946,8/14/2007,41.83996337,-72.19612696,1,159,MICROTENDIPES,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/9/2016
323,2007477,NLA06608-0006,7/17/2007,41.68314624,-73.1465177,1,159,MICROTENDIPES,4,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/9/2016
424,2007478,NLA06608-0006,8/30/2007,41.68314624,-73.1465177,2,159,MICROTENDIPES,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/9/2016
631,2007614,NLA06608-0134,7/24/2007,41.88000298,-73.04056323,1,159,MICROTENDIPES,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/9/2016
668,2007696,NLA06608-0242,8/2/2007,41.56832304,-71.91051169,1,159,MICROTENDIPES,4,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/9/2016
796,2008163,NLA06608-1125,8/7/2007,41.93751914,-73.45450471,1,159,MICROTENDIPES,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/9/2016
854,2008303,NLA06608-1414,8/28/2007,41.92400456,-72.21921899,1,159,MICROTENDIPES,3,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/9/2016
905,6689,NLA12_CT-101,6/20/2012,41.92395129,-72.21958455,1,159,MICROTENDIPES,11,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/23/2016
947,6813,NLA12_CT-115,6/26/2012,41.71185606,-72.32903222,1,159,MICROTENDIPES,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/23/2016
1185,7450,NLA12_CT-107,7/25/2012,41.3389906,-72.48613163,1,159,MICROTENDIPES,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/23/2016
1287,7800,NLA12_CT-103,8/9/2012,41.67757315,-73.14469782,1,159,MICROTENDIPES,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/23/2016
1332,7953,NLA12_CT-108,8/15/2012,41.65348504,-73.20748141,1,159,MICROTENDIPES,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/23/2016
1446,8412,NLA12_CT-115,9/6/2012,41.71185606,-72.32903222,2,159,MICROTENDIPES,,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/23/2016
1573,8647,NLA12_NY-0103,9/19/2012,42.02259255,-73.48550577,1,159,MICROTENDIPES,3,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMINI,CHIRONOMIDAE,CHIRONOMINAE,MICROTENDIPES,CF,CN,6,8/23/2016
1599,2010234,NLA17_CT-10005,13-Jun-17,41.84052,-72.10979,1,159,MICROTENDIPES,2,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,CF,CN,6,4/26/2021
1655,2010341,NLA17_CT-10001,22-Jun-17,41.92421,-72.21896,1,159,MICROTENDIPES,18,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,CF,CN,6,4/26/2021
1863,2010412,NLA17_CT-10021,6-Jul-17,41.8576,-72.29784,1,159,MICROTENDIPES,4,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,CF,CN,6,4/26/2021
1938,2010457,NLA17_CT-10023,12-Jul-17,41.5081,-71.87569,1,159,MICROTENDIPES,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,CF,CN,6,4/26/2021
2150,2010841,NLA17_CT-10005,31-Aug-17,41.84052,-72.10979,2,159,MICROTENDIPES,3,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,CF,CN,6,4/26/2021
2230,2010857,NLA17_CT-10019,6-Sep-17,41.13953,-73.62351,1,159,MICROTENDIPES,1,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,CF,CN,6,4/26/2021
2285,2010916,NLA17_CT-10001,14-Sep-17,41.92421,-72.21896,2,159,MICROTENDIPES,8,1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,CF,CN,6,4/26/2021
68,2007836,NLA06608-0498,7/31/2007,41.95095517,-71.95133091,1,172,MIDEOPSIS,,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,MIDEOPSIDAE,,MIDEOPSIS,PR,,8,8/9/2016
150,2007878,NLA06608-0582,7/19/2007,41.80079367,-72.52468392,1,172,MIDEOPSIS,9,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,MIDEOPSIDAE,,MIDEOPSIS,PR,,8,8/9/2016
210,2007996,NLA06608-0805,8/22/2007,41.89706027,-73.4471959,1,172,MIDEOPSIS,1,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,MIDEOPSIDAE,,MIDEOPSIS,PR,,8,8/9/2016
467,2007516,NLA06608-0037,7/13/2007,41.69699293,-73.36398551,1,172,MIDEOPSIS,1,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,MIDEOPSIDAE,,MIDEOPSIS,PR,,8,8/9/2016
687,2007696,NLA06608-0242,8/2/2007,41.56832304,-71.91051169,1,172,MIDEOPSIS,4,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,MIDEOPSIDAE,,MIDEOPSIS,PR,,8,8/9/2016
769,2008112,NLA06608-1010,8/9/2007,41.44985958,-73.28915784,1,172,MIDEOPSIS,2,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,MIDEOPSIDAE,,MIDEOPSIS,PR,,8,8/9/2016
1368,7953,NLA12_CT-108,8/15/2012,41.65348504,-73.20748141,1,172,MIDEOPSIS,2,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,MIDEOPSIDAE,,MIDEOPSIS,PR,,8,8/23/2016
1380,8298,NLA12_CT-101,8/29/2012,41.92395129,-72.21958455,2,172,MIDEOPSIS,,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,MIDEOPSIDAE,,MIDEOPSIS,PR,,8,8/23/2016
1532,8500,NLA12_CT-105,9/12/2012,41.89704559,-73.44712926,1,172,MIDEOPSIS,1,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,MIDEOPSIDAE,,MIDEOPSIS,PR,,8,8/23/2016
1853,2010412,NLA17_CT-10021,6-Jul-17,41.8576,-72.29784,1,172,MIDEOPSIS,1,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,MIDEOPSIDAE,,,MIDEOPSIS,PR,,8,4/26/2021
2136,2010787,NLA17_CT-10010,22-Aug-17,41.4121,-73.19875,1,172,MIDEOPSIS,2,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,MIDEOPSIDAE,,,MIDEOPSIS,PR,,8,4/26/2021
2220,2010857,NLA17_CT-10019,6-Sep-17,41.13953,-73.62351,1,172,MIDEOPSIS,1,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,MIDEOPSIDAE,,,MIDEOPSIS,PR,,8,4/26/2021
328,2007477,NLA06608-0006,7/17/2007,41.68314624,-73.1465177,1,435,MOLANNA,2,1,ARTHROPODA,INSECTA,TRICHOPTERA,,MOLANNIDAE,,MOLANNA,SC,SP,3.9,8/9/2016
981,6813,NLA12_CT-115,6/26/2012,41.71185606,-72.32903222,1,435,MOLANNA,9,1,ARTHROPODA,INSECTA,TRICHOPTERA,,MOLANNIDAE,,MOLANNA,SC,SP,3.9,8/23/2016
1299,7800,NLA12_CT-103,8/9/2012,41.67757315,-73.14469782,1,435,MOLANNA,1,1,ARTHROPODA,INSECTA,TRICHOPTERA,,MOLANNIDAE,,MOLANNA,SC,SP,3.9,8/23/2016
1784,2010349,NLA17_CT-10003,26-Jun-17,41.88112,-73.03985,1,435,MOLANNA,3,1,ARTHROPODA,INSECTA,TRICHOPTERA,MOLANNIDAE,,,MOLANNA,SC,SP,3.9,4/26/2021
2052,2010774,NLA17_CT-10002,17-Aug-17,42.02182,-73.48257,1,435,MOLANNA,,,ARTHROPODA,INSECTA,TRICHOPTERA,MOLANNIDAE,,,MOLANNA,SC,SP,3.9,4/26/2021
580,2007588,NLA06608-0101,8/21/2007,42.02167966,-73.48227989,1,4938,MOMONIA,1,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,MOMONIIDAE,,MOMONIA,PR,,,8/9/2016
2083,2010774,NLA17_CT-10002,17-Aug-17,42.02182,-73.48257,1,4938,MOMONIA,4,1,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,MOMONIIDAE,,,MOMONIA,PR,,,4/26/2021
60,2007739,NLA06608-0326,8/16/2007,41.35719487,-72.04012641,1,188,MUSCULIUM,1,1,MOLLUSCA,BIVALVIA,VENEROIDA,,PISIDIIDAE,,MUSCULIUM,CF,BU,,8/9/2016
267,2008078,NLA06608-0946,8/14/2007,41.83996337,-72.19612696,1,188,MUSCULIUM,1,1,MOLLUSCA,BIVALVIA,VENEROIDA,,PISIDIIDAE,,MUSCULIUM,CF,BU,,8/9/2016
726,2007723,NLA06608-0293,7/25/2007,41.38426053,-73.50316356,1,188,MUSCULIUM,1,1,MOLLUSCA,BIVALVIA,VENEROIDA,,PISIDIIDAE,,MUSCULIUM,CF,BU,,8/9/2016
893,6689,NLA12_CT-101,6/20/2012,41.92395129,-72.21958455,1,188,MUSCULIUM,5,1,MOLLUSCA,BIVALVIA,VENEROIDA,,PISIDIIDAE,,MUSCULIUM,CF,BU,,8/23/2016
1017,6854,NLA12_CT-102,6/28/2012,41.8811168,-73.03985488,1,188,MUSCULIUM,1,1,MOLLUSCA,BIVALVIA,VENEROIDA,,PISIDIIDAE,,MUSCULIUM,CF,BU,,8/23/2016
1179,7450,NLA12_CT-107,7/25/2012,41.3389906,-72.48613163,1,188,MUSCULIUM,1,1,MOLLUSCA,BIVALVIA,VENEROIDA,,PISIDIIDAE,,MUSCULIUM,CF,BU,,8/23/2016
1311,7953,NLA12_CT-108,8/15/2012,41.65348504,-73.20748141,1,188,MUSCULIUM,,,MOLLUSCA,BIVALVIA,VENEROIDA,,PISIDIIDAE,,MUSCULIUM,CF,BU,,8/23/2016
1638,2010234,NLA17_CT-10005,13-Jun-17,41.84052,-72.10979,1,188,MUSCULIUM,1,1,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,,MUSCULIUM,CF,BU,,4/26/2021
1670,2010341,NLA17_CT-10001,22-Jun-17,41.92421,-72.21896,1,188,MUSCULIUM,2,1,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,,MUSCULIUM,CF,BU,,4/26/2021
1813,2010349,NLA17_CT-10003,26-Jun-17,41.88112,-73.03985,1,188,MUSCULIUM,6,1,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,,MUSCULIUM,CF,BU,,4/26/2021
2271,2010916,NLA17_CT-10001,14-Sep-17,41.92421,-72.21896,2,188,MUSCULIUM,3,1,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,,MUSCULIUM,CF,BU,,4/26/2021
21,2007739,NLA06608-0326,8/16/2007,41.35719487,-72.04012641,1,49,MYSTACIDES,1,1,ARTHROPODA,INSECTA,TRICHOPTERA,MYSTACIDINI,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDES,CG,SP,3.4,8/9/2016
345,2007477,NLA06608-0006,7/17/2007,41.68314624,-73.1465177,1,49,MYSTACIDES,12,1,ARTHROPODA,INSECTA,TRICHOPTERA,MYSTACIDINI,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDES,CG,SP,3.4,8/9/2016
385,2007478,NLA06608-0006,8/30/2007,41.68314624,-73.1465177,2,49,MYSTACIDES,4,1,ARTHROPODA,INSECTA,TRICHOPTERA,MYSTACIDINI,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDES,CG,SP,3.4,8/9/2016
453,2007516,NLA06608-0037,7/13/2007,41.69699293,-73.36398551,1,49,MYSTACIDES,,,ARTHROPODA,INSECTA,TRICHOPTERA,MYSTACIDINI,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDES,CG,SP,3.4,8/9/2016
586,2007614,NLA06608-0134,7/24/2007,41.88000298,-73.04056323,1,49,MYSTACIDES,1,1,ARTHROPODA,INSECTA,TRICHOPTERA,MYSTACIDINI,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDES,CG,SP,3.4,8/9/2016
786,2008163,NLA06608-1125,8/7/2007,41.93751914,-73.45450471,1,49,MYSTACIDES,3,1,ARTHROPODA,INSECTA,TRICHOPTERA,MYSTACIDINI,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDES,CG,SP,3.4,8/9/2016
946,6813,NLA12_CT-115,6/26/2012,41.71185606,-72.32903222,1,49,MYSTACIDES,16,1,ARTHROPODA,INSECTA,TRICHOPTERA,MYSTACIDINI,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDES,CG,SP,3.4,8/23/2016
993,6854,NLA12_CT-102,6/28/2012,41.8811168,-73.03985488,1,49,MYSTACIDES,40,1,ARTHROPODA,INSECTA,TRICHOPTERA,MYSTACIDINI,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDES,CG,SP,3.4,8/23/2016
1250,7800,NLA12_CT-103,8/9/2012,41.67757315,-73.14469782,1,49,MYSTACIDES,1,1,ARTHROPODA,INSECTA,TRICHOPTERA,MYSTACIDINI,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDES,CG,SP,3.4,8/23/2016
1336,7953,NLA12_CT-108,8/15/2012,41.65348504,-73.20748141,1,49,MYSTACIDES,1,1,ARTHROPODA,INSECTA,TRICHOPTERA,MYSTACIDINI,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDES,CG,SP,3.4,8/23/2016
1481,8412,NLA12_CT-115,9/6/2012,41.71185606,-72.32903222,2,49,MYSTACIDES,29,1,ARTHROPODA,INSECTA,TRICHOPTERA,MYSTACIDINI,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDES,CG,SP,3.4,8/23/2016
1799,2010349,NLA17_CT-10003,26-Jun-17,41.88112,-73.03985,1,49,MYSTACIDES,14,1,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDINI,MYSTACIDES,CG,SP,3.4,4/26/2021
2031,2010727,NLA17_CT-10004,14-Aug-17,41.67757,-73.1447,1,49,MYSTACIDES,12,1,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDINI,MYSTACIDES,CG,SP,3.4,4/26/2021
2122,2010787,NLA17_CT-10010,22-Aug-17,41.4121,-73.19875,1,49,MYSTACIDES,,,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,LEPTOCERINAE,MYSTACIDINI,MYSTACIDES,CG,SP,3.4,4/26/2021
17,2007739,NLA06608-0326,8/16/2007,41.35719487,-72.04012641,1,333,NAIDIDAE,3,0,ANNELIDA,CLITELLATA,HAPLOTAXIDA,,NAIDIDAE,,,CG,BU,9,8/9/2016
71,2007836,NLA06608-0498,7/31/2007,41.95095517,-71.95133091,1,333,NAIDIDAE,3,0,ANNELIDA,CLITELLATA,HAPLOTAXIDA,,NAIDIDAE,,,CG,BU,9,8/9/2016
143,2007878,NLA06608-0582,7/19/2007,41.80079367,-72.52468392,1,333,NAIDIDAE,1,0,ANNELIDA,CLITELLATA,HAPLOTAXIDA,,NAIDIDAE,,,CG,BU,9,8/9/2016
221,2007996,NLA06608-0805,8/22/2007,41.89706027,-73.4471959,1,333,NAIDIDAE,1,0,ANNELIDA,CLITELLATA,HAPLOTAXIDA,,NAIDIDAE,,,CG,BU,9,8/9/2016
259,2008078,NLA06608-0946,8/14/2007,41.83996337,-72.19612696,1,333,NAIDIDAE,2,0,ANNELIDA,CLITELLATA,HAPLOTAXIDA,,NAIDIDAE,,,CG,BU,9,8/9/2016
361,2007477,NLA06608-0006,7/17/2007,41.68314624,-73.1465177,1,333,NAIDIDAE,5,0,ANNELIDA,CLITELLATA,HAPLOTAXIDA,,NAIDIDAE,,,CG,BU,9,8/9/2016
522,2007517,NLA06608-0037,9/5/2007,41.69699293,-73.36398551,2,333,NAIDIDAE,1,0,ANNELIDA,CLITELLATA,HAPLOTAXIDA,,NAIDIDAE,,,CG,BU,9,8/9/2016
